"","X786.0","A498","A549.ATCC","ACHN","BT.549","CAKI.1","CCRF.CEM","COLO.205","DU.145","EKVX","HCC.2998","HCT.116","HCT.15","HL.60.TB.","HOP.62","HOP.92","HS.578T","HT29","IGROV1","K.562","KM12","LOX.IMVI","M14","MALME.3M","MCF7","MDA.MB.231.ATCC","MDA.MB.435","MOLT.4","NCI.H226","NCI.H23","NCI.H322M","NCI.H460","NCI.H522","NCI.ADR.RES","OVCAR.3","OVCAR.4","OVCAR.5","OVCAR.8","PC.3","RPMI.8226","SF.268","SF.295","SF.539","SK.MEL.28","SK.MEL.5","SK.OV.3"
"UGT2B17",1.37856711045748,0.000144262291094538,0.765619608281233,1.32198580153487,2.92601840126082,2.65537472835209,1.00007213294874,0.585058677184702,1.00007213294874,0.848077054053145,0.926075347876042,0.48552987313585,-0.151842802900928,0.585058677184702,1.72250974184025,1.13756909930691,3.32194252176564,0.378622595527227,1.00007213294874,1.88756426197254,0.765619608281233,0.678162070735047,1.20169658567743,-0.151842802900928,2.82783934412269,0.765619608281233,0.137634671883373,0.137634671883373,1.58501058975437,0.48552987313585,1.67811698862824,2.16995706097589,2.37853936712236,1.13756909930691,0.48552987313585,-0.151842802900928,0.378622595527227,0.263154625411455,1.20169658567743,1.00007213294874,0.378622595527227,0.263154625411455,1.92603738371565,1.84803698086061,1.20169658567743,0.848077054053145
"CYP1A2",3.93546917715383,2.35052553494486,2.29281119168335,3.07040650273013,3.23267610452822,5.18982851146376,2.37853936712236,3.79702335689982,2.32195694849964,3.18588239901588,4.61471573265438,3.0356415034654,4.28540961727939,4.25550828650579,3.05312871822282,3.47250076865682,4.44626284774155,3.21724622898717,2.92601840126082,4.98641548633332,2.43298612360356,3.0000180335753,2.9818709151367,2.74418262817152,5.09170406490785,3.07040650273013,2.92601840126082,2.84801694384693,5.11270430238218,3.05312871822282,3.91648619867787,4.6893047523663,5.28540591807556,2.51098722949467,2.82783934412269,2.65537472835209,2.45945784921776,3.27799962036785,4.64962120684097,4.23266843067966,2.51098722949467,2.58498654543813,2.45945784921776,2.90690983141416,3.0000180335753,4.11270847200295
"ADH1A",4.37851855927091,4.28540961727939,4.28540961727939,3.8777540641676,4.33629052990141,5.13340323565362,3.93546917715383,2.67809444704654,3.27799962036785,4.56072106757611,3.99096393392218,4.22497407992639,4.15381344108459,3.21724622898717,3.52357450117674,5.3991745125244,5.35403246542181,4.65535755358152,4.64962120684097,4.6893047523663,3.01793971893721,4.74953963083788,3.37852549525474,3.66676795164355,5.54535373410174,4.52356822863051,4.48543326775873,2.9818709151367,4.38543794002409,4.24032196262061,5.19771208899965,4.78660158903728,5.17792177753576,1.88756426197254,3.35051139108383,4.59694110392467,4.28540961727939,3.85799094471423,3.96348337199038,4.6893047523663,3.13751991791861,4.63807963112507,4.68370206789498,4.03563270662488,3.01793971893721,4.07895987802661
"CYP2A13",3.66676795164355,3.36458643897583,2.76555596231052,3.44626946556317,2.96349261994659,3.8777540641676,1.63231475329861,4.05312002736737,2.16995706097589,3.54844895537019,3.32194252176564,2.20166522376443,3.10435343524094,3.13751991791861,3.89725010805936,4.12929126089307,4.02680891020639,3.63227985009003,2.2326914521029,3.96348337199038,3.81763348935487,2.72248788332127,3.16994103129816,1.26309451687486,4.34341492915243,2.43298612360356,3.68931034417503,3.91648619867787,4.28540961727939,2.137536311901,3.67808317612362,4.64962120684097,3.29279647053071,3.85799094471423,2.78661727036308,3.57290179185738,2.70046191327868,3.51097457444153,2.96349261994659,4.64386196054335,4.05312002736737,3.419552374582,4.11270847200295,1.48547835107307,3.59694706543747,1.88756426197254
"PPARG",6.8814211317518,5.89724284620203,6.67242675637771,6.43796175234163,6.85798223882966,6.02901329599128,1.48547835107307,7.82017960077568,5.80735749829645,2.43298612360356,6.76022227736538,7.14974813548675,3.49826363468408,5.34696043407979,8.99350482606587,7.74281534338983,6.15785418972161,8.16138436402215,2.58498654543813,2.0704236773644,8.98327894918259,2.40601958008019,0.848077054053145,3.23267610452822,3.88753501864812,6.8814211317518,2.2630644616674,1.84803698086061,3.62059813963217,2.67809444704654,6.10224029392199,8.02014712884936,3.15382154604461,4.77083433062003,4.54844279004629,2.51098722949467,8.28586500928587,3.05312871822282,9.10145074427357,3.21724622898717,2.2630644616674,2.20166522376443,2.29281119168335,2.60883289322004,3.21724622898717,7.68860071031793
"RAC1",11.0485550564102,11.1905655407852,10.8798895983405,10.8181028770771,11.3042943315164,10.3182039568791,10.1203676233257,10.4860306079614,10.8116958721613,10.8605439316487,11.406789672788,10.606682897827,10.8011425660474,10.4084360015881,10.7373319414691,11.8587969830338,10.9270372428187,11.2557958157756,10.664625143749,10.1910593379444,10.5470874170887,10.7989578288779,10.769424724205,10.4166920919798,10.6161813232467,10.9178196632429,10.6438562799432,9.20750270328702,11.0237544225931,11.2961132693372,10.3457379929554,10.6955763932152,11.1814629433882,11.336450825851,10.8642636177745,10.1256718925275,11.5646259104248,11.236253484776,10.707876838998,10.3990643620619,10.892618781915,11.1853091397103,11.0336983675683,9.92362475991599,10.9309591200958,9.90162130917674
"CCND1",11.1783536857651,8.70528713591092,8.75855669528916,7.87897112302055,5.69766541322707,9.08480865349403,2.78661727036308,7.06609026709546,8.62935698439649,10.686588154239,8.29462120834857,9.98555749600779,9.50283200292201,5.30378440056499,10.1676691529319,10.0060456480256,9.50937934686954,8.48300998037719,9.72911103721885,6.13134459717463,8.34074072563167,10.0170869125921,9.42353636348049,10.7957150876614,9.45717584994589,10.3485069756682,7.41447468209014,2.2630644616674,9.44584276075699,9.55382144848253,9.03369857402148,7.94661449020998,7.42122414093728,9.06123643581418,7.60880998176091,8.1179033084226,9.0078685235771,8.19918203964345,9.3726476602725,6.1168658365007,9.89299824478992,9.63662480178673,5.66391668766552,10.2660838754866,8.25785970595449,8.84297914596404
"ADH5",9.27682254726458,9.01708705182149,8.81922142294242,9.72587762949044,9.06877854664368,9.25195597239284,8.78136004140986,8.30469401373123,8.16591244126674,8.49385584943357,9.01290411249794,8.20261410986159,8.37981197689861,8.20799092112434,8.60659065048209,8.79928194535916,9.83462921631228,7.45861249276347,8.87682417719744,8.3854314686214,8.41658685975286,8.09592494729926,8.39917152115834,8.6205867769902,8.10800216937087,7.81506365782107,8.63481141311382,8.79344106808384,8.35623230290405,9.16062804874878,7.42877972865309,7.85174966595923,8.99435371974021,8.99633253131867,8.0323218381254,8.25738831416154,8.37112363623746,8.58195412733495,7.42122414093728,7.40173370268324,8.19377223612031,8.85829219814146,8.67454574692831,7.80348602138589,7.76155189728075,9.45820172984101
"FOS",5.96116257385716,7.31741351827558,9.52375815708141,7.68580072042225,7.35049813108818,3.0000180335753,1.48547835107307,6.28355327515648,9.38801750067274,8.99520211421223,10.4666883933134,9.22134568526037,6.56224395088168,8.31424379999858,8.78168788931788,4.54226424157784,7.65606798899317,9.22978040702229,7.45532804235278,3.05312871822282,9.61028684166328,2.43298612360356,5.29278542956764,7.45121193622926,8.49185349707824,3.47250076865682,4.06178483645329,1.76557717794607,7.97556197945389,8.34562745565049,11.0380959932928,7.28632765130232,6.70321285193467,8.21529079108017,10.0513450454969,8.49944769612978,10.9301460218477,7.80928645339763,2.45945784921776,1.80739614132707,4.27799218385297,3.7115059195473,3.12103198356768,7.71561954541863,7.39917194849673,9.19179974776393
"CBR1",7.66177881021381,8.31424379999858,8.95681202200183,7.08001909538223,7.64313538356546,7.42038218340015,1.43301283943629,6.84298008849078,9.11920078634818,7.14057520017236,9.25195597239284,1.76557717794607,7.82081781994233,6.18189963029027,7.7950662322295,7.62132003371844,8.26021435731767,6.36457418313829,7.72246670756517,4.40599916482507,0.765619608281233,7.62058714352844,8.31424379999858,7.32373123807977,5.62058934275589,7.58120133529032,8.62461307452255,2.78661727036308,7.29186229025821,7.32643038599744,7.01234630792136,8.37373563684031,7.79636478712511,7.08640270746539,7.29737577768953,7.30195430938122,7.16188868984515,7.19770914071781,6.93546092647723,6.45779290154639,7.08108499419318,8.55918624826251,7.85922478329376,7.23840569475194,8.84329328744089,8.89663544400851
"TSC1",7.38197634348213,7.20163484126106,7.25266637847947,7.87159788162356,7.36981629652974,7.01234630792136,7.74281534338983,7.56376904097564,7.93957980197039,6.95768364682036,7.00450251582877,7.43712867675672,7.41278237199025,7.47978107226139,7.51648876883714,7.45368300885827,7.20847921766441,7.27333031913735,7.24222234800099,7.29001976878219,6.90568905177493,7.66888569320712,7.2705298767684,7.32822701654417,7.80477702316813,7.46760636516471,6.80348666717554,6.97956924327622,7.83352326890821,7.41869679279002,7.60362708673152,7.3785124902577,7.04876040156827,7.98868525476223,7.42122414093728,6.08746496285913,8.01513680146833,8.26303487546101,7.22013741499806,7.18784789894201,7.4119354719401,7.57742958337327,7.26865989062727,6.92005624613186,6.91767162765741,7.78528963469074
"PPP3CB",7.08427797368146,6.91767162765741,7.61102553525859,6.75622404743968,7.50223591060674,7.31922140590182,7.31741351827558,7.51175344428499,6.7374177180405,7.43879268410254,6.75755802229839,7.40939178478159,7.82972336923759,7.00450251582877,7.74281534338983,8.82813680161872,6.95186866966976,6.95419747385015,7.19180048786025,7.07574760751569,6.56681667584031,7.61838623645437,6.79701427522319,6.81249950886951,7.74752234387346,7.80928645339763,6.65248792900795,6.57289118385575,6.68510057404192,7.98413416432564,7.7045960392406,7.77412880335924,6.99095599459076,7.06931656877277,7.07467775654265,7.14567847404771,7.16591294359762,6.93428177327572,8.10590903223532,6.88508744584383,7.35667292444065,6.78529028867717,7.6879012221387,7.03121983358816,7.11582501759091,7.33539124800327
"PLCB2",2.63229148458671,3.07040650273013,3.26304943382887,2.72248788332127,2.92601840126082,3.68931034417503,3.7115059195473,3.08747981403333,3.43297276550168,2.2326914521029,3.45944473398714,3.12103198356768,2.60883289322004,3.419552374582,2.63229148458671,3.75489818875382,3.77611451865547,2.0704236773644,2.76555596231052,2.88754476648879,2.86791622680306,3.64386773128889,3.9069002135434,3.08747981403333,3.66676795164355,3.23267610452822,2.94487718198511,3.18588239901588,3.3923311626661,3.0356415034654,2.0704236773644,2.43298612360356,3.23267610452822,2.74418262817152,2.92601840126082,1.96351111568117,3.12103198356768,2.16995706097589,2.9818709151367,3.70045081575257,3.07040650273013,2.94487718198511,3.24794269962725,3.12103198356768,3.52357450117674,2.40601958008019
"ADH7",5.70044249255196,5.1456815305996,5.13750762230957,5.17792177753576,5.35403246542181,5.84298134519213,5.13340323565362,5.38543448861294,4.10434504755222,4.67243099958801,5.72792317662675,4.9772845034769,4.27053641746519,5.2705326799278,5.25172287920215,6.12101747379758,5.61765405770344,5.41278491194258,4.82782410452049,5.32193170162046,4.66107118214762,5.24793131000449,4.68370206789498,4.69488576303956,6.0509391412342,5.1538093885875,4.71699637992699,4.17792576286466,5.28910039217241,5.13750762230957,6.52513081764725,5.81762581547909,6.08534179409077,4.64962120684097,4.70598342923914,4.81250335947048,4.93546446248726,5.18190161746942,4.64386196054335,5.69766541322707,4.33629052990141,4.94017144980754,5.40939433071027,5.6147127883878,5.26303816284724,4.41278829853873
"GSTM4",7.47897261371828,7.6220525517887,7.0778849323099,6.61912097909748,6.15583219497031,6.63081460809561,6.61912097909748,7.51175344428499,7.70044041174431,7.91169218099806,7.26959518667662,6.51096350117897,6.96231881187451,7.60288515084531,7.79441651621259,8.12825266789383,8.10433718404976,6.215292247366,6.86666198706199,7.87774486333962,6.13134459717463,6.81890295373719,7.43128949015174,7.11894211063324,7.37155973380436,7.48623248260714,7.41447468209014,6.07253674339899,6.29645924285995,7.34961385637057,6.80219450967874,7.23840569475194,7.21334825389958,6.16992700518403,6.17791978486718,7.36719718385667,6.27798660644166,6.33270972358371,7.15785317943203,6.7535523916668,7.49904939524335,7.43546274792504,6.26866082622625,7.33091777419822,7.47897261371828,6.82400532427332
"ALDH3B1",7.66177881021381,7.79701362652981,10.4456357748481,8.89269489494851,6.69069784058403,7.85984596496954,5.32193170162046,5.94016910014709,9.99943647809532,10.9018474619665,7.58270727936016,6.65678379404489,6.91289053348676,7.29920893438384,7.16390221987768,9.64799816685239,6.82145639469433,8.10747916972117,6.34518522171922,6.07467882679,6.10852654763903,6.37156060499623,5.88996263253187,6.71836299621846,7.01792302118745,7.52434660010983,6.37156060499623,4.74953963083788,8.04657891226888,6.48864514641752,8.18636238651381,9.06635859398457,6.97498925880788,6.68790192179631,6.8341562458136,6.61471131625225,8.976134759308,7.12618924323114,6.36106824389671,8.52395433142684,6.32912539068727,6.35226593910184,6.36632396296602,6.4195405769042,6.34163178823762,7.56909685497496
"SULT1A2",6.94953610024554,9.21286135971642,8.19770864933691,7.33628428062099,6.95536046776875,7.37504030044006,8.02014712884936,8.13801626562629,7.7142462046636,7.19377272884378,8.28540268126443,8.18487583867969,8.03891953784544,7.08215010607307,8.10852497949367,7.09275819783891,7.1927869453718,7.52669562791435,7.57742958337327,7.99208917566551,7.82273078517717,7.35226505618035,6.81762453649583,6.74819419163073,8.42794175141042,6.815064298449,7.09170089183073,6.67101165707269,8.87128953588236,7.363697620792,8.36894335079177,9.62771644406404,7.08640270746539,6.78004888879561,7.04111263080916,8.00000056355264,8.88874355326427,6.94953610024554,7.12515616477109,7.54071003748059,6.60733179343607,7.42961680103156,7.26303534508807,6.77478837713029,7.15583118326377,7.16390221987768
"CYP3A43",3.75489818875382,4.18587447218539,3.33629767190304,3.43297276550168,3.16994103129816,3.33629767190304,3.18588239901588,3.08747981403333,2.70046191327868,3.26304943382887,6.87282999050282,3.16994103129816,2.82783934412269,1.53610264748736,1.13756909930691,2.74418262817152,2.43298612360356,5.32912718508074,1.32198580153487,2.03565909698553,0.926075347876042,2.16995706097589,3.05312871822282,0.263154625411455,4.16189574210321,2.0704236773644,2.78661727036308,2.78661727036308,3.47250076865682,1.13756909930691,3.16994103129816,3.73336518790418,3.66676795164355,1.67811698862824,3.07040650273013,1.84803698086061,3.51097457444153,2.32195694849964,3.20164954255226,3.64386773128889,2.76555596231052,4.37851855927091,1.00007213294874,3.70045081575257,2.10437021047208,2.56073940672558
"MAP3K7",7.84486328336223,6.97384198726144,7.33628428062099,7.96578486173999,8.05907455560648,7.59395203068478,8.31560290946118,6.8201802391359,7.82273078517717,7.65892622534427,7.62935734871328,7.86666136894112,7.49904939524335,8.40258618456085,8.14312858327094,8.13082844884181,7.85424567768371,7.08640270746539,7.2412691308618,8.1623918323153,7.18090470345543,8.40726818919166,7.28169917728043,7.71699158009634,7.64529888457534,7.48623248260714,7.55074755482039,7.2355365640393,8.18437998215478,7.84109317386688,7.28077169790847,7.86294786773515,7.64817851491459,8.02236836791106,8.59021313574537,8.20554939989078,7.44294432498357,7.73471029754729,7.57061548067474,7.36719718385667,7.78855586743665,7.25644554002777,8.4059927849986,7.53449821189062,7.58270727936016,7.79311620572282
"UGT2B28",2.94487718198511,3.18588239901588,4.13751172085756,8.64349583168667,2.90690983141416,6.97498925880788,2.137536311901,3.10435343524094,2.43298612360356,3.7115059195473,2.58498654543813,3.12103198356768,1.76557717794607,3.27799962036785,2.03565909698553,5.32553392930632,3.8679063454317,2.70046191327868,6.20945531521553,2.80737553183955,2.96349261994659,3.43297276550168,3.62059813963217,3.07040650273013,3.96348337199038,3.43297276550168,5.70044249255196,2.10437021047208,3.12103198356768,1.76557717794607,2.84801694384693,3.51097457444153,3.37852549525474,2.137536311901,5.67807472287364,2.37853936712236,2.35052553494486,1.32198580153487,2.32195694849964,3.59694706543747,2.48545258935167,3.26304943382887,2.16995706097589,4.09593285678697,3.37852549525474,5.56071801102853
"CHD8",7.83099111484378,7.28169917728043,7.88203221992257,7.80090054686861,7.71355904372956,7.67242604917477,8.22978064731121,7.96981876141317,8.16641468480137,8.00618636108778,8.04056425908683,7.06177727744784,8.45779167057881,7.78463549984084,7.95303295945451,8.55305363687047,7.29462166780537,7.23170215890562,7.56147965523561,7.47411232535671,7.85735963187797,7.66249107600395,6.94953610024554,8.06608972877672,8.20994116752248,7.50541540334491,7.38370515636304,8.46556681292675,8.15886261100019,8.80703317807034,8.42248573615844,7.80284008701425,8.18040698262011,8.52630399749879,7.32012450085325,7.07467775654265,7.81570414369193,8.22833819304,7.64529888457534,7.46515904612981,7.48462233262324,7.57667404824977,7.56147965523561,6.72110055618999,7.55918663073718,7.53993502039729
"AXIN1",5.73606633461419,6.36282227850409,6.55918739568622,6.66391526489145,6.65821291116202,7.01903578169625,6.24602988131083,6.37851335726115,6.98641207302371,6.6822937761965,7.54612353076505,4.32913077386098,7.50382653286883,3.54844895537019,5.97728221349023,7.21626180736987,7.53294106736567,7.87221375972257,6.52513081764725,4.88264793984522,6.57743033871039,7.32643038599744,7.05093805323012,6.63662607048768,5.38888178199414,6.38543276290426,7.27426259323029,4.9164814215657,4.96809536128722,6.42122498264894,6.61323842835709,6.79441716607478,7.46434234968898,7.1032888576444,6.39060062509261,6.32192989825504,6.67948150701212,7.25361209735645,6.99774515492855,6.82527810227216,5.90448650640532,6.76818564834975,4.02680891020639,4.32193530834453,6.49185469932327,7.15987234565569
"PLCB3",4.20164170188226,5.69209516593753,5.75489017381848,5.82782156457114,5.83794576408295,3.9069002135434,4.54226424157784,5.24412974986193,6.49025081540377,6.08108605969794,7.33806868919564,6.76553607236884,6.49345680214065,5.36807336973619,4.59694110392467,4.33629052990141,4.9020784043697,6.6043693826217,6.18784888844376,5.69209516593753,6.92362579974925,6.18784888844376,5.21335117039408,3.8679063454317,5.49505872724483,6.3146983380861,5.57894173128069,4.75489284546854,4.54844279004629,5.12928713892491,6.173928930191,3.78660681616482,4.56072106757611,6.56071648275231,5.80735749829645,4.66107118214762,5.72519854443588,5.69488297792206,5.07468096728233,4.06178483645329,5.23649644515352,5.9283726919744,5.01346672634776,4.54226424157784,6.03342520412362,5.78921018419678
"CSNK1D",5.43296274684409,4.97269724856714,3.80736522698538,2.82783934412269,4.49825725112008,6.0422087493376,4.11270847200295,4.70598342923914,3.72247695393758,4.7004452669575,4.03563270662488,4.86295220572732,4.6322740328065,4.49825725112008,4.95884731412659,4.84298385859156,5.56071801102853,4.32193530834453,3.77611451865547,4.73877324014229,4.21723847262477,4.30743581151244,4.12102369228835,4.83794828627046,5.01346672634776,4.60289034572283,4.67807754062913,3.47250076865682,5.38197893825349,4.41954563306364,5.54535373410174,5.1538093885875,5.63517684947893,2.37853936712236,3.68931034417503,2.48545258935167,4.37156583213639,4.29278910989805,4.0874713276668,3.73336518790418,3.13751991791861,5.10434085368957,4.67807754062913,5.05311568192001,5.02680448478184,4.55459499079241
"EP300",6.89845144210748,5.90929548631274,6.68790192179631,7.09170089183073,6.51254453526581,6.67948150701212,7.28169917728043,7.16992600331352,6.53760824444929,6.66391526489145,7.0650132278787,6.1168658365007,5.91408848953983,7.23744995169934,6.33985178398851,7.11790382775099,6.81121540219213,6.60585134840063,7.1477147397672,6.72656014142259,6.93781634555256,6.90448530215388,6.82273142240954,6.82400532427332,7.12308778591257,5.9283726919744,7.23840569475194,6.88752648923351,6.51570141499907,6.95419747385015,7.67313307900214,6.35755376400121,7.30833994035681,7.13647954371842,6.68930055849553,6.48542843732006,7.15785317943203,6.63372326550538,6.05961701925668,7.15481912146932,6.83035801516474,7.24222234800099,6.87282999050282,6.71149628326684,7.24697900938073,7.474923511338
"PKM",6.35931207413059,6.7441624413674,7.06824193634598,7.5337198497123,6.56376980349884,6.87282999050282,6.75087577920594,7.78725026156647,7.12308778591257,6.88508744584383,7.25077307887148,6.87528982709358,6.63952304654626,6.76155256211671,7.29370246158015,7.56376904097564,5.10014087738731,7.17192835483511,6.44956302529312,5.67525420932546,7.18487633445093,6.96924375582673,6.88874446636192,7.12205248338835,7.35667292444065,6.87282999050282,6.67807331399383,5.53916191367468,6.73199914383505,5.87283122146972,7.13750454839094,7.53449821189062,6.63807528566899,6.26678841432361,6.94134227936199,6.26303628434174,6.81890295373719,6.26491356913962,6.39575004159255,7.17692210866892,7.03782256337598,6.72792181559561,6.2517209859053,6.6962734751451,6.41278321864152,6.71562023176212
"ADH6",4.9020784043697,5.43629845169473,7.00674795428699,3.24794269962725,4.73877324014229,5.92600179140796,3.36458643897583,4.48543326775873,5.46271002208378,5.77873687197526,4.8972452668252,5.95186983501168,3.68931034417503,5.08321762398029,5.91169397837374,6.80219450967874,7.12618924323114,4.7333597642692,3.24794269962725,3.63227985009003,5.10014087738731,6.127222614428,3.96348337199038,5.45615232096553,4.60289034572283,6.08108605969794,5.01346672634776,4.27799218385297,4.30013104787551,5.34696043407979,5.86294972687625,3.58497452312974,4.92600416425579,4.9164814215657,4.68370206789498,3.91648619867787,5.71149765988227,4.86295220572732,6.05528460496579,4.94486312987474,5.14975118342865,5.21723459442793,5.39575175500404,4.49185950829338,5.02237225208329,4.83794828627046
"HSP90AA1",11.4679112243696,11.3065175022103,12.0978675655397,11.530016151898,12.0275950719595,11.9393221287167,11.943393965979,11.9388077465471,11.9210971253088,11.4226430426869,11.1513972104308,12.033595102863,11.8482708689303,11.5766261056414,11.9486957796487,12.1714896083402,11.1297982375702,10.8448627342723,11.991946974571,10.9936461307716,12.3840282415647,11.3985834370221,11.7916513437575,12.1719273856185,11.9704654767305,11.8418002307059,11.5621470524383,12.1121136906864,11.8294056640475,11.6408776036598,11.5068530636684,12.2230967205233,11.5155520628735,12.1545966573508,12.1756119537997,11.8239245047368,12.0355895807127,11.7193032920906,11.7436143037405,10.710806519779,12.0752451772591,11.8319801729623,11.8056230111555,11.8777059508558,12.1880324601985,11.5089337312098
"HSP90AB1",10.9600744271209,10.6597284608197,10.7652032895476,10.5407093595226,10.5883399546293,11.2547924892326,10.5059108722159,9.91094262997485,10.985343950544,9.64187129962958,10.9866954213405,10.8034047303056,10.6876382142987,11.3879635062702,11.3408515823506,11.6728673206205,10.9860554087741,10.1503820957598,11.325867636777,10.4447044364062,11.2620361612636,10.8177032717894,11.2664352508699,11.2609783807812,10.7757749509265,10.9016966471048,10.9316979028685,10.7260479044585,10.6621343638323,11.275309808896,9.81265881890122,11.2442449535784,10.7310645001952,11.1480952662594,10.7122691321971,10.3499447491088,10.1981995782409,10.9360490373136,10.6165489356704,10.4051415695298,10.4869356548292,10.4203814464721,10.8346291373124,10.6378928552353,10.9555773350915,10.2888661894892
"NAT1",5.57289269928933,6.14567949289906,7.01346337644316,6.86418738301859,5.99095712878364,6.67525279768855,6.86046750007863,7.61544646099814,8.56757624878106,7.13852882533606,7.97269322832542,6.15177968383758,6.65248792900795,7.11478448815499,6.26303628434174,6.60140087631381,6.24222330090298,6.04439630525837,5.719733794309,7.22978112788893,6.82782029459479,6.37156060499623,6.63807528566899,7.55765592048692,9.39553434967091,7.45943243835016,6.63372326550538,7.40343901516103,5.83794576408295,5.70874179985606,7.43045338801024,6.24602988131083,5.76818697192136,6.03782366131616,7.68369715600627,7.46107093281548,6.10013877433791,6.31288476999396,5.96809305666808,6.18586852703393,5.87036718572667,7.45532804235278,7.87651756047765,6.33449855611551,6.00899102343521,6.61028813373845
"CYP2C18",1.43301283943629,1.48547835107307,2.29281119168335,2.16995706097589,2.137536311901,3.27799962036785,2.00003606692519,4.33629052990141,1.48547835107307,3.07040650273013,3.48543970831846,1.07045802601959,1.00007213294874,1.48547835107307,2.82783934412269,2.2630644616674,2.70046191327868,1.63231475329861,4.98185721877315,2.74418262817152,1.43301283943629,2.03565909698553,1.67811698862824,1.43301283943629,2.20166522376443,3.07040650273013,1.67811698862824,0.678162070735047,2.0704236773644,0.48552987313585,4.6264449775561,2.76555596231052,2.72248788332127,-0.321747769277367,0.000144262291094538,2.9818709151367,3.32194252176564,2.00003606692519,1.00007213294874,2.53607777407821,0.585058677184702,1.07045802601959,1.76557717794607,3.43297276550168,1.92603738371565,2.78661727036308
"PI4K2A",5.87774670350991,6.53916036239219,5.8826454946056,6.34163178823762,6.2909422449249,6.48381738921312,5.28540591807556,5.95419863731248,6.34518522171922,5.94486078784304,5.50779781095354,5.73606633461419,5.20555282091039,5.35050078309706,6.11270221756728,7.2278575354985,6.1168658365007,5.67242817078253,4.59694110392467,6.52826030580745,5.59693812315903,6.0422087493376,5.96578659297231,6.3146983380861,6.00899102343521,6.32553213043806,6.00450363942173,6.00674907613253,6.7468515263889,6.02458785439799,6.54997868246688,5.86046874163902,6.60140087631381,5.90448650640532,5.65821433957083,5.78136233660417,5.82527937448832,6.03782366131616,5.54843970737446,5.65535469109988,5.96116257385716,5.6610683309801,5.91169397837374,6.01122949215802,6.18189963029027,5.59693812315903
"PRKCA",7.1116583894262,6.81378247361206,6.34872992440796,7.06393538400111,6.07681773437523,7.87405981810054,1.53610264748736,7.89360551154237,5.3434113757295,4.31470377536189,5.96809305666808,4.33629052990141,1.37856711045748,5.67807472287364,6.29278358939892,6.26115655357268,3.16994103129816,5.65535469109988,5.21723459442793,5.09170406490785,5.31470015051364,5.58796798824555,1.43301283943629,2.137536311901,5.46923805031193,6.64241421704351,5.40939433071027,7.15684253558667,4.24032196262061,1.80739614132707,3.8679063454317,3.8777540641676,4.76022627005462,6.07039147475742,1.58501058975437,1.76557717794607,6.30012555539912,4.88753014470309,3.15382154604461,3.05312871822282,6.71287224299434,6.44791140131277,6.30012555539912,4.49825725112008,5.48864675297947,3.0356415034654
"PDGFRA",2.137536311901,1.53610264748736,1.67811698862824,1.53610264748736,1.88756426197254,3.16994103129816,2.48545258935167,1.53610264748736,1.43301283943629,2.58498654543813,1.53610264748736,1.88756426197254,0.585058677184702,2.2326914521029,1.58501058975437,3.32194252176564,2.37853936712236,2.37853936712236,1.37856711045748,2.10437021047208,1.53610264748736,1.96351111568117,1.48547835107307,1.26309451687486,3.24794269962725,1.76557717794607,1.00007213294874,2.03565909698553,2.10437021047208,2.43298612360356,2.48545258935167,2.40601958008019,3.01793971893721,1.43301283943629,1.92603738371565,1.92603738371565,1.32198580153487,1.92603738371565,2.35052553494486,2.86791622680306,4.17792576286466,2.10437021047208,5.17393092837943,2.76555596231052,2.00003606692519,0.765619608281233
"GSTM1",6.94953610024554,8.51214825369812,6.82527810227216,7.26397429344659,6.63226966982846,7.64313538356546,6.93781634555256,7.27798567687101,8.48179983521675,8.48703648212076,6.69905323255809,6.96463082180023,7.52120860157763,6.95419747385015,7.77676265964976,8.85922447263602,8.35005561934205,5.85050191409398,7.03562500934542,7.97211879293402,6.01122949215802,6.87528982709358,8.15684203008763,8.85922447263602,7.42877972865309,8.83605067074623,8.00842918234039,8.81089323313356,6.08958501161807,9.09513351566794,6.46107175159744,9.49205365707379,7.93899202667071,6.17991107993776,7.19180048786025,7.3531477078801,6.76818564834975,7.35402981989705,7.00225357707809,6.74819419163073,8.24317445960985,7.27705580631931,6.47411313677056,8.28955830942573,8.74852865648971,6.15785418972161
"MTOR",3.60882106799625,2.9818709151367,3.12103198356768,3.75489818875382,3.36458643897583,3.93546917715383,2.37853936712236,3.20164954255226,3.07040650273013,3.49826363468408,4.81762837344222,2.92601840126082,2.72248788332127,2.63229148458671,3.16994103129816,4.37156583213639,2.94487718198511,4.21723847262477,3.05312871822282,3.15382154604461,2.58498654543813,3.67808317612362,1.63231475329861,3.40600596994221,3.85799094471423,3.64386773128889,3.12103198356768,3.05312871822282,3.24794269962725,3.26304943382887,3.0356415034654,2.56073940672558,3.05312871822282,3.01793971893721,3.01793971893721,2.40601958008019,1.37856711045748,3.98186178424212,2.48545258935167,3.54844895537019,2.78661727036308,1.26309451687486,3.30744309779583,4.88753014470309,2.63229148458671,1.72250974184025
