"","X786.0","A498","A549.ATCC","ACHN","BT.549","CAKI.1","CCRF.CEM","COLO.205","DU.145","EKVX","HCC.2998","HCT.116","HCT.15","HL.60.TB.","HOP.62","HOP.92","HS.578T","HT29","IGROV1","K.562","KM12","LOX.IMVI","M14","MALME.3M","MCF7","MDA.MB.231.ATCC","MDA.MB.435","MOLT.4","NCI.H226","NCI.H23","NCI.H322M","NCI.H460","NCI.H522","NCI.ADR.RES","OVCAR.3","OVCAR.4","OVCAR.5","OVCAR.8","PC.3","RPMI.8226","SF.268","SF.295","SF.539","SK.MEL.28","SK.MEL.5","SK.OV.3"
"HSD11B1",5.35755552338219,5.6893019564538,5.03562830818451,4.79181927943777,5.63517684947893,5.88019817833837,5.29278542956764,5.79701557260907,5.19771208899965,5.73606633461419,4.90689540458397,5.32193170162046,4.32193530834453,4.43962978590604,5.70598066546348,6.38715744131194,6.0422087493376,5.28170195882167,5.09170406490785,5.68650332853009,5.42626810980294,5.73877053847377,5.60288737722368,5.61176551035846,6.45943325806255,5.21723459442793,5.13750762230957,4.76554005037911,7.49345600153363,4.87283368340034,6.06177835730819,5.60585282960475,5.96347643598432,5.07039362162025,5.50144232991262,5.50779781095354,5.23266459374007,5.3434113757295,5.28910039217241,5.69209516593753,7.69348765445328,4.80736007453069,5.66959658555695,5.81250079240431,5.68650332853009,5.53916191367468
"GSTT2",4.51096824687333,0.263154625411455,3.84800692523572,6.08746496285913,5.22882253767753,6.08534179409077,3.15382154604461,3.0000180335753,5.3645759339786,7.62424787705499,1.32198580153487,6.49505712780731,5.62058934275589,2.45945784921776,6.35931207413059,5.48864675297947,5.19377568518102,3.44626946556317,1.32198580153487,3.27799962036785,5.79960801256711,1.00007213294874,7.24507822637784,7.08427797368146,3.92600890993974,6.07253674339899,6.96578543881766,0.848077054053145,4.15381344108459,4.94017144980754,1.88756426197254,2.0704236773644,2.74418262817152,4.36457943565284,1.67811698862824,7.25172003925594,5.43629845169473,5.27426538914639,3.29279647053071,4.24032196262061,7.24602893091978,5.95186983501168,6.31288476999396,5.10434085368957,3.8777540641676,2.56073940672558
"ALDH3A1",2.86791622680306,3.40600596994221,12.4448854994585,2.60883289322004,1.80739614132707,5.08746708446481,1.48547835107307,9.75405253460419,3.64386773128889,6.69209377068322,10.6681759576313,2.80737553183955,6.92481369100862,1.96351111568117,8.04821492963817,4.04440286293827,3.48543970831846,4.82782410452049,1.26309451687486,2.2326914521029,6.00000225420924,1.88756426197254,1.63231475329861,1.53610264748736,3.7115059195473,3.36458643897583,1.26309451687486,2.2630644616674,3.43297276550168,2.40601958008019,11.5250313940787,10.6549940624387,3.48543970831846,1.84803698086061,0.848077054053145,1.58501058975437,9.52825893813963,2.45945784921776,3.59694706543747,2.84801694384693,2.20166522376443,0.848077054053145,2.72248788332127,4.81250335947048,3.64386773128889,7.14669696616371
"CYP1A1",2.48545258935167,4.93074206770281,4.55459499079241,3.78660681616482,4.18587447218539,4.86790140472064,4.59096722761666,4.01793081349472,5.33628695888734,5.00450588660502,5.59096423448273,4.74416647875082,5.09592863839892,3.27799962036785,4.77083433062003,6.66675801185954,3.30744309779583,4.63807963112507,6.17791978486718,4.77083433062003,4.63807963112507,4.71699637992699,5.57289269928933,5.93310283613245,3.81763348935487,2.9818709151367,5.35403246542181,2.43298612360356,4.21723847262477,4.23266843067966,4.74416647875082,2.76555596231052,3.98186178424212,4.75489284546854,4.25550828650579,5.41278491194258,4.02680891020639,3.01793971893721,4.10434504755222,3.20164954255226,4.43962978590604,4.37851855927091,4.81250335947048,4.57289573015172,3.77611451865547,3.98186178424212
"GSTM5",6.59096273791344,6.01346449307889,6.71011900997501,6.19180147465475,6.38024632240397,7.60585060779799,6.28540406847009,6.56985712695651,6.35931207413059,6.88996141609577,6.45121276062572,6.80348666717554,5.8826454946056,6.66959516837333,6.6249796412654,7.3741709456855,6.92955549923937,6.17991107993776,6.3146983380861,6.65678379404489,6.54535218946284,6.46923642199071,6.26115655357268,6.2517209859053,7.27426259323029,6.04876149121585,6.18784888844376,5.99774628379658,6.56985712695651,6.56224395088168,6.97039468838873,7.40173370268324,7.20163484126106,6.17791978486718,6.18388544348072,6.01346449307889,6.2016358213518,6.0509391412342,6.34340959901475,6.92481369100862,6.33806958084812,5.84799941123167,6.45450658259069,6.92600060498258,6.4296176378609,6.29645924285995
"CCBL1",6.97498925880788,6.80348666717554,7.84799753272454,6.5969366327739,7.40429091609455,7.02236892279344,7.67877687822085,7.70597859262826,7.48703688420951,7.42794217031124,6.64241421704351,6.71699226578741,7.15380634920722,7.1395523755864,6.92481369100862,7.30560670152891,7.67454610001067,6.40769434795212,6.66817728754863,7.18982554702697,6.92124707892754,6.89481897565621,7.04220765472956,6.77083036718119,6.78004888879561,7.92065118998072,7.00337848467191,6.99661584456828,6.63807528566899,6.56376980349884,7.32822701654417,7.14465926240399,7.85798161697875,7.09803313602222,6.36282227850409,6.51412383861081,7.21529127650894,7.08321443218299,7.03011643472941,7.07146343519194,7.12825318351008,7.03672420478275,6.93899261456564,7.08640270746539,7.24982549651012,6.52199452625396
"ADH1C",2.86791622680306,2.86791622680306,4.47897827450292,1.00007213294874,2.10437021047208,3.83795333063226,0.678162070735047,2.67809444704654,2.03565909698553,2.03565909698553,4.40599916482507,1.84803698086061,2.88754476648879,1.00007213294874,1.88756426197254,4.00899774403819,4.81762837344222,2.58498654543813,0.765619608281233,4.00000901681583,3.63227985009003,4.00000901681583,3.43297276550168,2.65537472835209,3.9069002135434,3.63227985009003,1.13756909930691,2.80737553183955,2.67809444704654,3.43297276550168,2.86791622680306,3.48543970831846,3.57290179185738,1.63231475329861,2.92601840126082,2.76555596231052,5.32912718508074,3.88753501864812,3.79702335689982,3.47250076865682,1.58501058975437,1.32198580153487,1.80739614132707,3.80736522698538,0.378622595527227,3.29279647053071
"SULT2A1",4.11270847200295,4.2479351065554,2.53607777407821,3.76554535437575,1.76557717794607,3.12103198356768,4.33629052990141,3.97270184311539,3.37852549525474,3.98186178424212,3.67808317612362,4.87774915706665,3.0356415034654,4.11270847200295,2.70046191327868,4.52356822863051,4.27053641746519,2.63229148458671,3.10435343524094,4.67807754062913,2.00003606692519,3.60882106799625,3.65536327852776,3.44626946556317,3.01793971893721,3.82782918440578,2.56073940672558,2.88754476648879,3.32194252176564,2.88754476648879,3.62059813963217,4.30743581151244,3.23267610452822,4.03563270662488,4.48543326775873,2.0704236773644,3.66676795164355,4.32913077386098,3.30744309779583,3.419552374582,3.13751991791861,3.26304943382887,4.85300257962904,2.86791622680306,4.12929126089307,3.53606533721282
"UGT2B4",-0.999711489841876,-1.32156746620385,-1.73648477595116,-0.321747769277367,0.263154625411455,1.84803698086061,-0.321747769277367,5.44294681238524,-0.151842802900928,-0.151842802900928,-0.73672516502793,1.63231475329861,-1.32156746620385,1.88756426197254,-1.32156746620385,0.848077054053145,4.11270847200295,-0.999711489841876,0.000144262291094538,0.585058677184702,-0.999711489841876,0.378622595527227,-1.32156746620385,-0.73672516502793,0.765619608281233,-0.151842802900928,-0.514367088258179,-0.321747769277367,2.58498654543813,-0.999711489841876,0.137634671883373,1.63231475329861,0.378622595527227,-1.73648477595116,0.000144262291094538,-1.32156746620385,1.84803698086061,-0.514367088258179,-1.73648477595116,6.14159832185977,-2.32120692764371,-0.999711489841876,1.84803698086061,3.82782918440578,-0.514367088258179,0.137634671883373
"HPGDS",2.58498654543813,4.92600416425579,3.94486781392674,2.53607777407821,2.51098722949467,4.30013104787551,5.21335117039408,4.03563270662488,5.12928713892491,2.70046191327868,2.37853936712236,4.66676227177536,4.67243099958801,5.25550450983203,2.88754476648879,2.67809444704654,3.58497452312974,5.06178051702645,2.20166522376443,3.20164954255226,2.88754476648879,3.10435343524094,4.38543794002409,5.03122314251541,4.40599916482507,2.63229148458671,4.608815155348,3.63227985009003,3.3923311626661,4.9212506499475,3.7115059195473,3.44626946556317,5.91886562189253,1.88756426197254,2.0704236773644,2.16995706097589,3.85799094471423,2.92601840126082,4.57289573015172,4.92600416425579,3.76554535437575,4.96809536128722,4.63807963112507,4.52356822863051,5.22497022246849,4.34341492915243
"NAT2",3.07040650273013,2.56073940672558,3.16994103129816,2.37853936712236,3.0000180335753,4.12102369228835,3.36458643897583,3.56072718065183,3.40600596994221,3.88753501864812,4.01793081349472,3.27799962036785,2.74418262817152,4.48543326775873,3.18588239901588,3.76554535437575,4.55459499079241,3.54844895537019,3.45944473398714,3.64386773128889,3.49826363468408,3.74417186191114,3.12103198356768,3.56072718065183,3.94486781392674,3.76554535437575,3.76554535437575,1.76557717794607,3.45944473398714,3.52357450117674,3.66676795164355,3.72247695393758,3.0000180335753,3.44626946556317,2.35052553494486,3.27799962036785,3.3923311626661,3.70045081575257,3.419552374582,3.57290179185738,2.43298612360356,3.40600596994221,2.78661727036308,3.18588239901588,3.98186178424212,3.27799962036785
"ADCY8",3.77611451865547,3.419552374582,1.67811698862824,2.76555596231052,4.91169637487116,4.74953963083788,4.07895987802661,4.03563270662488,3.76554535437575,4.53605911873991,2.80737553183955,4.01793081349472,2.58498654543813,4.20946116395945,3.60882106799625,3.30744309779583,4.74953963083788,3.13751991791861,3.26304943382887,4.17792576286466,3.73336518790418,4.35050431910131,2.43298612360356,3.08747981403333,4.61471573265438,5.16992900892297,3.18588239901588,3.96348337199038,4.51096824687333,4.04440286293827,4.37156583213639,3.97270184311539,4.35050431910131,2.137536311901,1.76557717794607,3.83795333063226,4.48543326775873,3.29279647053071,4.0874713276668,4.72247148921468,2.56073940672558,1.67811698862824,2.90690983141416,2.65537472835209,4.49825725112008,3.30744309779583
"GCKR",5.07895560971703,4.2630419198509,4.91169637487116,5.39232085776286,5.38543448861294,5.44625953881935,4.25550828650579,4.81762837344222,3.15382154604461,4.02680891020639,5.21335117039408,4.79701816737732,4.55459499079241,5.61765405770344,4.58496851193797,5.06609349700371,6.89603081430709,5.32553392930632,5.05745460459493,5.16591595757923,4.79701816737732,4.93546446248726,5.39575175500404,4.96347874799004,5.5422611456757,5.09170406490785,5.10852863849686,4.37851855927091,5.32193170162046,5.06178051702645,5.5422611456757,5.73877053847377,5.3991745125244,5.08746708446481,3.95420561806679,5.10434085368957,5.1538093885875,4.89239588346429,3.70045081575257,5.19771208899965,4.68370206789498,3.30744309779583,5.23266459374007,5.12515926511305,4.7004452669575,4.40599916482507
"AKT1",7.95826327742394,7.30833994035681,8.4466702008051,7.2355365640393,8.39959879633209,7.17392793109575,9.13211435970175,7.45368300885827,8.54148425125096,8.96607308330149,8.64349583168667,7.96636182414077,8.15127079624524,8.1794120208266,8.62534392290468,7.80992950863352,8.1032883330283,7.83099111484378,8.50342864413808,8.02845919997039,8.29645786624364,8.63408534632554,8.91408639607883,9.00702754730114,9.11139679266655,8.52434620828624,8.30195385225373,8.37981197689861,7.87651756047765,8.20847872993814,8.39360539762965,8.52199334886491,8.04165969914946,8.52356234809366,7.72587814060095,8.04821492963817,8.30058181735855,7.85860333404037,8.2909408630342,6.61912097909748,9.10669405289338,9.0476695240094,8.08108446144051,6.88264427198424,8.28262559748481,8.36106692757012
